196	ให้ C คือตัวแปรจำนวนจริงที่แทนอุณหภูมิเป็นองศาเชลเชียส  ข้อใดข้างล่างนี้ไม่แทนการแปลงอุณหภมิใน C ให้เป็นองศาฟาเรนไฮต์เพื่อเก็บใส่ตัวแปร F หมายเหตุ : 0 องศาเซลเซียสเทียบได้กับ 32 องศาฟาเรนไฮต์ และ 100 องศาเซลเซียสเทียบได้กับ 212 องศา ฟาเรนไฮต์	F = C * 180/100 + 32	F = 32 + 1.8 * C	F = 1.8C + 32	F = 9 * C / 5 + 32	none	3	none	none	none	none	none	none	1
197	ให้ % แทน modulus operator  (201 % (11 % (8 % (7 % 4)))) มีค่าเท่าใด	0	1	2	3	none	1	none	none	none	none	none	none	1
198	ให้ m คือตัวแปรจำนวนเต็ม  ข้อใดที่ไม่ใช่นิพจน์ที่แทนการทดสอบ 1 <= m <= 12	! ((m < 1) && (m > 12))	! ( (m < 1) || (m >= 13) )	! ( ! (1 <= m) || ! (m <= 12) )	(1 <= m) && (m >= 12)	none	1	none	none	none	none	none	none	1
199	ให้ n คือตัวแปรจำนวนเต็ม ข้อใดให้ค่าจริง ก็ต่อเมื่อ n เก็บค่าที่เป็นจำนวนคี่	(n == 1) || (n == 3) || (n == 5) || (n == 7) || (n == 9)	(n / 10 == 1)	(n / 2 == 1)	(n % 2 == 1)	none	4	none	none	none	none	none	none	1
200	ให้ n เป็นตัวแปรจำนวนเต็ม ข้อใดให้ค่าจริงเมื่อ n มีค่าตั้งแต่ 13 ถึง 22	(13 < n) && (n < 22)	! ((n > 22) || (n < 13))	(12 < n) || (n < 23)	(n - (22 - 13 + 1) > 0)	none	2	none	none	none	none	none	none	1
201	ให้ n เป็นตัวแปรจำนวนเต็มที่เก็บรหัสไปรษณีย์ที่มีขนาด 5 หลักที่ใช้กันอยู่ในปัจจุบัน (เช่น 10600 แถวคลองสาน 10300 แถวปทุมวัน กรุงเทพฯ) ถ้าเป็นรหัสไปรษณีย์ของจังหวัดประจวบคีรีขันธ์ จะขึ้นต้นด้วย 77 เช่น 77000 คืออำเภอเมือง 77130 คืออำเภอทับสะแก ข้อใดให้ค่าจริงเมื่อ n เก็บรหัสไปรษณีย์ของจังหวัดประจวบคีรีขันธ์  	(n % 77 == 0)	(n % 100 == 77)	(n / 1000 == 77)	(n / 77 == 0)	none	3	none	none	none	none	none	none	1
202	"ให้ random() เป็นฟังก์ชันที่คืนจำนวนจริงที่สุ่มจากค่าในช่วง [0, 1) คือตั้งแต่ 0 ไปจนถึงเกือบ ๆ 1 (ไม่รวม 1) ข้อใดเป็นการสุ่มค่าจำนวนเต็มในช่วง [a, b] คือตั้งแต่ a จนถึง b (a และ b เป็นตัวแปรจำนวนเต็ม โดยที่ a < b) (กำหนดให้ floor(x) เป็นฟังก์ชันคืนจำนวนเต็มที่ได้จากการปัดเศษหลังจุดทศนิยมของ x ออกหมด)"	floor(random() * (b - a + 1))	floor(a + random() * b)	a + floor((b - a) * random())	a + floor((b - a + 1) * random())	none	4	none	none	none	none	none	none	1
203	ให้ a เป็นตัวแปรจำนวนเต็ม สมมติว่า a เก็บจำนวนตั้งแต่ 0 ถึง 99 ข้อใดข้างล่างนี้ทำให้ b มีค่าเป็นจำนวนที่เขียนสลับหลักสิบกับหลักหน่วยของ a (เช่น a เก็บ 21 จะได้ b เก็บค่า 12 เป็นต้น)	b = a / 10 + (a % 10)	b = (a % 10) * 100 + (a % 10)	b = 10 * (a % 1) + (a % 10)	b = 10 * (a % 10) + (a / 10)	none	4	none	none	none	none	none	none	1
204	"ให้ตัวแปรทุกตัวเป็นตัวแปรจำนวนเต็ม   a = 2, b = 4, c = 8, d = 16;  อยากทราบว่า a + (c + d) / a * b + d / a มีค่าเท่าใด"	58	60	13	122	none	1	none	none	none	none	none	none	1
205	"ให้ตัวแปรทุกตัวเป็นตัวแปรจำนวนเต็ม a = 2, b = 4, c = 8, d = 16  อยากทราบว่า b * a + d / b / a + b * c มีค่าเท่าใด"	24	35	42	ไม่มีข้อใดถูก	none	3	none	none	none	none	none	none	1
206	"ให้ a เป็นตัวแปรจำนวนจริง, && แทนการ AND, || แทนการ OR ข้อใดให้ผลเป็นเท็จตลอด ไม่ขึ้นกับค่าของ a"	(12 < a) && (a < 23)	(12 < a) || (a < 23)	(a < 12) && (a > 23)	(a < 12) || (a > 23)	none	3	none	none	none	none	none	none	1
207	"ให้ a เป็นตัวแปรจำนวนจริง, && แทนการ AND, || แทนการ OR  ข้อใดให้ผลเป็นจริงตลอด ไม่ขึ้นกับค่าที่เก็บใน a"	(12 < a) && (a < 23)	(12 < a) || (a < 23)	(a < 12) && (a > 23)	(a < 12) || (a < 23)	none	2	none	none	none	none	none	none	1
208	"เส้นตรงเส้นหนึ่งผ่านจุด (x1, y1) และ (x2, y2) บนระนาบสองมิติ  ข้อใดเป็นนิพจน์ที่คำนวณหา slope ของเส้นตรงเส้นนี้"	y1 - y2 / x1 - x2	y2 - y1 / x2 - x1	(y1 - y2) / x1 - x2	(y1 - y2) / (x1 - x2)	none	4	none	none	none	none	none	none	1
209	"ให้ (x1, y1) และ (x2, y2) เป็นจุดสองจุดบนระนาบสองมิติ และ sqrt(d) คือฟังก์ชันที่คืนค่ารากที่สองของ d ข้อใดคือนิพจน์ที่คำนวณหาระยะห่างที่สั้นสุดระหว่างจุดสองจุดนี้"	sqrt((x1-x2)*(x1-x2)+(y1-y2)*(y1-y2))	sqrt((x1-x2)*(x2-x1)+(y1-y2)*(y2-y1))	sqrt((x2-x1)*(x1-x2)+(y2-y1)*(y1-y2))	sqrt((y1-y2)*(y2-y1)+(x1-x2)*(x2-x1))	none	1	none	none	none	none	none	none	1
210	ให้ n คือตัวแปรจำนวนเต็ม ข้อใดให้ค่าจริง ก็ต่อเมื่อ n เก็บค่าที่เป็นจำนวนคู่	(n == 0) || (n == 2) || (n == 4) || (n == 6) || (n == 8)	(n / 10 == 0)	(n % 2 == 0)	(n / 2 == 0)	none	3	none	none	none	none	none	none	1
211	ให้ n คือตัวแปรจำนวนเต็ม ข้อใดให้ค่าจริง ก็ต่อเมื่อ n เก็บค่าที่เป็นจำนวนคู่	(n%10 == 0) || (n%10 == 2) || (n%10 == 4) || (n%10 == 6) || (n%10 == 8)	(n/10 == 0) || (n/10 == 2) || (n/10 == 4) || (n/10 == 6) || (n/10 == 8)	(n%10 == 0) && (n%10 == 2) && (n%10 == 4) && (n%10 == 6) && (n%10 == 8)	(n/10 == 0) && (n/10 == 2) && (n/10 == 4) && (n/10 == 6) && (n/10 == 8)	none	1	none	none	none	none	none	none	1
212	ให้ n คือตัวแปรจำนวนเต็ม ข้อใดให้ค่าจริง ก็ต่อเมื่อ n เก็บค่าที่เป็นจำนวนคู่	(2*n/2 == n)	(n/2*2 == n)	(n/10*10 == n)	(10*n/10 == n)	none	2	none	none	none	none	none	none	1
213	ให้ n คือตัวแปรจำนวนเต็ม ข้อใดให้ค่าจริง ก็ต่อเมื่อ n เก็บค่าที่เป็นจำนวนคี่	(n/2*2 == n+1)	((n+1)/2*2 == n)	((n-1)/2*2 == n)	(n/2*2 == n - 1)	none	4	none	none	none	none	none	none	1
214	"วันสงกรานต์ตรงกับวันอะไร สามารถคำนวณได้ดังนี้ 1. เปลี่ยน ปี พ.ศ. เป็น ค.ศ. 2. นำสองหลักทางขวาของปี ค.ศ คูณด้วย 1.2 แล้วบวกด้วย 11 3. นำผลในข้อ 2 ปัดเศษหลังจุดทศนิยมทิ้ง (ใช้ฟังก์ชัน floor) แล้วหารด้วย 7 4. เศษของการหาร 7 ถ้าเป็น 0 คืออาทิตย์ 1 คือจันทร์, ..., 6 คือเสาร์ การคำนวณนี้ใช้ได้ตั้งแต่ปี 2543 ไปประมาณร้อยปี ถ้า y เก็บปีพ.ศ. ข้อใดคำนวณผลในข้อ 4  "	floor(11 + (((year - 543) / 100) * 1.2)) % 7	floor((((year - 543) % 100) * 1.2) + 11) % 7	floor((((year - 543) / 100) * 1.2) + 11) / 7	ไม่มีข้อใดถูก	none	2	none	none	none	none	none	none	1
215	"ให้ random() เป็นฟังก์ชันที่คืนจำนวนจริงที่สุ่มจากค่าในช่วง [0, 1) คือตั้งแต่ 0 ไปจนถึงเกือบ ๆ 1 (ไม่รวม 1) ข้อใดเป็นการสุ่มค่าจำนวนเต็มตั้งแต่ 0 จนถึง 50 (กำหนดให้ floor(x) เป็นฟังก์ชันคืนจำนวนเต็มที่ได้จากการปัดเศษหลังจุดทศนิยมของ x ออกหมด)"	floor( 50*random() )	floor( 50*random() ) % 50	floor( 51*random() ) % 100	ไม่มีข้อใดถูก	none	3	none	none	none	none	none	none	1
216	"ให้ random() เป็นฟังก์ชันที่คืนจำนวนจริงที่สุ่มจากค่าในช่วง [0, 1) คือตั้งแต่ 0 ไปจนถึงเกือบ ๆ 1 (ไม่รวม 1) ข้อใดเป็นการสุ่มค่าจำนวนเต็มในช่วง [-10, 10] คือตั้งแต่ -10 จนถึง 10 (กำหนดให้ floor(x) เป็นฟังก์ชันคืนจำนวนเต็มที่ได้จากการปัดเศษหลังจุดทศนิยมของ x ออกหมด)"	floor(21 * random()) % 100 - 10	floor(21 * random()) % 20 - 10	floor(20 * random()) % 20 - 10	ไม่มีข้อใดถูก	none	1	none	none	none	none	none	none	1
217	"กำหนดให้ a = 5, b = 3 , c = 2 , d = 0.5 ถ้า s = a*b+c; s ="	15	16	17	18	none	3	none	none	none	none	none	none	1
218	"กำหนดให้ a = 5, b = 3 , c = 2 , d = 0.5 ถ้า t = b+c*b; t ="	8	9	10	12	none	2	none	none	none	none	none	none	1
219	"กำหนดให้ a = 5, b = 3 , c = 2 , d = 0.5 ถ้า v = a*a+b*b+c*c; v ="	36	28	38	48	none	3	none	none	none	none	none	none	1
220	"กำหนดให้ a = 5, b = 3 , c = 2 , d = 0.5 ถ้า x = a%5; x ="	0	2	4	6	none	1	none	none	none	none	none	none	1
221	"กำหนดให้ a = 5, b = 3 , c = 2 , d = 0.5 ถ้า y = a/c; y ="	1.5	2	2.5	3	none	3	none	none	none	none	none	none	1
222	"กำหนดให้ a = 5, b = 3 , c = 2 , d = 0.5 ถ้า z = a/d; z ="	0	10	11	12	none	2	none	none	none	none	none	none	1
223	การดำเนินการโดยใช้เครื่องหมาย && จะให้ผลลัพธ์เป็นอย่างไร เมื่อ i = 2 และ j = 5 ในการดำเนินการ (i>3) && (j>4)	เป็นจริง	เป็นเท็จ	เป็นบวกเสมอ	เท่ากับหนึ่ง	none	2	none	none	none	none	none	none	1
224	"value1 , value2 ที่แสดงโดยชุดคำสั่งต่อไปนี้มีค่าเท่าใด"	"20 , 21"	"21 , 20"	"21 , 21"	"20 , 22"	none	4	q224.png	none	none	none	none	none	1
225	: ถ้าให้ x = 5; y = 7; z = 12; และ k = (x + y) * z + y; จงหาค่าของ k	74	128	151	96	47	3	none	none	none	none	none	none	1
226	สมการ z เท่ากับ x กำลังสอง บวก y กำลังสอง เขียนเป็นนิพจน์ในภาษาคอมพิวเตอร์ได้อย่างไร	z = x2 + y2;	z = x * x + y * y;	z = x * 2 + y * 2;	z = x ** 2 + y ** 2;	z = xx + yy;	2	q226.png	none	none	none	none	none	1
227	ถ้ากำหนดให้ Relative Precedence ของ Operators เป็นไปตามลำดับดังนี้ 1) ++ -- 2) * / % 3) + - จากลำดับ Operator Precedence ด้านบน จงjหาค่าตัวแปรดังต่อไปนี้ x = 4 + 5 * 3;	x= 27	x = 19	x= 17	ไม่สามารถระบุค่าได้	ถูกทุกข้อ	2	none	none	none	none	none	none	1
228	เมื่อคอมพิวเตอร์ทำโปรแกรมนี้จนจบ ผลลัพธ์จากการทำงานคือข้อใด	i มีค่า 0	j มีค่า 0	j มีค่า 1	j มีค่า 2	j มีค่า 3	4	q228.png	none	none	none	none	none	1
229	กำหนดให้โปรแกรมมีขั้นตอนการทำงานดังนี้ เริ่มต้น รับค่า x และ y นำค่า x + y ใส่ลงใน a นำค่า x – y ใส่ลงใน b แสดงค่าผลคูณของ a กับ b ถ้าเครื่องคอมพิวเตอร์ทำโปรแกรมนี้ โดยผู้ใช้ใส่ค่า 8 และ 2 ผลลัพธ์ที่ได้คือข้อใด	8	16	28	60	66	4	none	none	none	none	none	none	1
230	"กำหนดให้โปรแกรมมีขั้นตอนการทำงานดังนี้  เริ่มต้นรับค่า x, y และ z รับค่า x, y และ z นำค่าที่น้อยที่สุดของ x, y, z ไปใส่ไว้ใน c นำค่าเฉลี่ยของ x, y, z ไปใส่ไว้ใน b ถ้าเครื่องคอมพิวเตอร์ทำโปรแกรมนี้จนจบแล้วข้อใดเป็นจริง"	a < b < c	a > b > c	a <= b <= c	a >= b >= c	a >= b <= c	4	none	none	none	none	none	none	1
231	ข้อใดได้ผลลัพธ์บนหน้าจอเหมือนกับคำสั่งต่อไปนี้  int a = 50; PRINTtoSCREEN(a+200);	int a = 350; PRINTtoSCREEN(a); a = a - 100;	PRINTtoSCREEN(a); int a = 50; a = a * 5;	PRINTtoSCREEN(a); a = a - 100; int a = 350;	a = a * 5; int a = 50; PRINTtoSCREEN(a);	int a = 50; a = a * 5; PRINTtoSCREEN(a);	5	none	none	none	none	none	none	1
232	"ถ้า x, y และ z มีค่าเป็น 18, 12 และ 4 ตามลำดับ ข้อใดต่อไปนี้เป็นค่าถูกต้อง เมื่อมีการทำงานเป็นดังโปรแกรม x = x – y; y = y – x; z = x * y / z;"	x = 9;	y = 12;	z = 18;	x = 2/3 ของ z;	y = 1/3 ของ z;	4	none	none	none	none	none	none	1
233	"เมื่อ x, y และ z มีค่าเป็น 100, 13 และ 91 ตามลำดับ และมีการทำงานดังโปรแกรมต่อไปนี้ข้อใดถูกต้อง"	x มีค่าเท่ากับ 25	z มีค่าเท่ากับ 8	y มีค่าเท่ากับ 21	ถ้าต้องการให้ x มีค่าเท่ากับ 12 จะต้องเปลี่ยนคำสั่งในบรรทัดที่ 3 เป็น (x+z)/y	ถ้าต้องการให้ x มีค่าเท่ากับ 25 จะต้องเพิ่มคำสั่ง z = z-2;ก่อนหน้าบรรทัดที่ 3	5	q233.png	none	none	none	none	none	1
234	ค่า X จากโปรแกรมนี้คืออะไร 	6	5	7	4	3	1	q234.png	none	none	none	none	none	1
235	ค่า X จากโปรแกรมนี้คืออะไร 	0	1	2	3	4	2	q235.png	none	none	none	none	none	1
236	ค่า X จากโปรแกรมนี้คืออะไร 	0	3	11	14	none	3	q236.png	none	none	none	none	none	1
237	จากโปรแกรมภาษา C จงหาค่าของตัวแปร Newcount และ Count เมื่อโปรแกรมสิ้นสุดการทำงาน	"2,4"	"2,5"	"3,4"	"3,5"	none	1	q237.png	none	none	none	none	none	1
238	จากโปรแกรม ภาษา C ต่อไปนี้ จงหาค่าของตัวแปร Newcount และ Count เมื่อโปรแกรมหยุดทำงาน	"4,5"	"4,6"	"5,5"	"5,6"	none	3	q238.png	none	none	none	none	none	1
239	หลังจากโปรแกรมทำงานครบทั้งสี่บรรทัด ข้อใดผิด	ตัวแปร x จะมีค่าเท่ากับ 5	x - y จะมีค่าเท่ากับ 5	y จะมีค่าเท่าเดิม	ไม่มีข้อใดผิด	none	2	q239.png	none	none	none	none	none	1
240	ถ้า b = 10 และ c = 5 ผลการทำงานหลังจากบรรทัดที่ 2 แล้ว a จะมีค่าเท่าใด บรรทัดที่ 1 b = b + c ;  บรรทัดที่ 2 a = b - 5 ;	5	20	25	15	10	5	none	none	none	none	none	none	1
241	ถ้า b = 5 และ c = 8 ผลการทำงานหลังจากบรรทัดที่ 3 แล้ว a จะมีค่าเท่าใด  บรรทัดที่ 1 b = b * 2;  บรรทัดที่ 2 c = c + b ;  บรรทัดที่ 3 a = b * c; 	40	65	80	180	none	4	none	none	none	none	none	none	1
242	ถ้า b = 10 และ c = 5 ผลการทำงานหลังจากบรรทัดที่ 4 แล้ว c จะมีค่าเท่าใด   บรรทัดที่ 1 b = b + c;  บรรทัดที่ 2 a = b - 5;  บรรทัดที่ 3 b = a -c;  บรรทัดที่ 4 c = b + a;	-10	5	10	15	none	4	none	none	none	none	none	none	1
243	ลำดับคำสั่งในข้อใดต่อไปนี้ให้ผลลัพธ์เป็นการสลับค่าของตัวแปร x กับ ตัวแปร y	x=y; y=x;	x=x+y; y=x-y; x=y-x;	x=x-y; y=y+x; x=x+y;	x=x+y; y=x-y; x=x-y;	none	4	none	none	none	none	none	none	1
244	none	12	13	15	18	20	4	q244.png	none	none	none	none	none	1
245	none	dx2 = x1 - x2 * x1 - x2; dy2 = y1 - y2 * y1 - y2; d = squareRoot( dx2 + dy2 );	"dx = x1 - x2; dy = y2 - y1; d = squareRoot( dx*dx, dy*dy );"	dx = x2 - x1; dy = y2 - y1; dx2 = dx*dx; dy2 = dy*dy; d = dx2+dy2; d = squareRoot( d );	dx = x1 - x2; dy = y1 - y2; dxy = dx*2 + dy*2; d = squareRoot(dxy);	none	3	q245.png	none	none	none	none	none	1
246	none	บรรทัด 04 กับ 05	บรรทัด 05 กับ 06	บรรทัด 06 กับ 07	บรรทัด 07 กับ 08	none	3	q246.png	none	none	none	none	none	1
247	โครงสร้างแบบใดมีลักษณะการทำงานการวนรอบเพื่อทำงานซ้ำจะเริ่มต้นจากการทำงานตามคำสั่งของ do ก่อน หนึ่งรอบ แล้วจึงเริ่มตรวจสอบ เงื่อนไขที่คำสั่ง while	for	if-else	while	do-while	none	4	none	none	none	none	none	none	1
248	คำสั่งใดเป็นการขึ้นบรรทัดใหม่	\m	\n	\o	\p	none	2	none	none	none	none	none	none	1
249	"จากโปรแกรม main() { int a,b,c,d; printf(“Enter three number ”); scanf(“%d%d%d”,&a,&b,&c); d =c; if(a>d) d = a; if(b > d) d = b; printf(“value of D = %.2f”,); } เป็นโปรแกรมใด"	เป็นโปรแกรมหาค่าผลรวม	เป็นโปรแกรมหาค่าเฉลี่ย	เป็นโปรแกรมหาค่ามากที่สุด	เป็นโปรแกรมหาค่าน้อยที่สุด	none	3	none	none	none	none	none	none	1
250	เป็นโปรแกรมหาค่าน้อยที่สุด	กิจกรรมประมวลผล	จุดเริ่มต้น หรือจุดสุดท้ายของกิจกรรม	การตัดสินใจหรือเปรียบเทียบ	แฟ้มข้อมูล	none	2	q250.png	none	none	none	none	none	1
251	สัญลักษณ์ดังรูปหมายถึงสัญลักษณ์ในผังงานข้อใด	การแสดงผลข้อมูลทางจอภาพ	การรับข้อมูล และแสดงข้อมูล	เส้นแสดงทิศทางของกิจกรรม	การตัดสินใจหรือเปรียบเทียบ	none	4	q251.png	none	none	none	none	none	1
252	ข้อใดคือสัญลักษณ์ของผังงานการตัดสินใจหรือเปรียบเทียบ	รูปสี่เหลี่ยมคางหมู	รูปสี่เหลี่ยมขนมเปียกปูน	รูปสี่เหลี่ยมจตุรัส	รูปวงกลม	none	2	none	none	none	none	none	none	1
253	"จงหาผลลัพธ์จากขั้นตอนดังต่อไปนี้ ขั้นที่ 1 เริ่มการทำงาน ให้ตัวแปร x , y เป็น integer ขั้นที่ 2 ให้ตัวแปร x =20 ; y =25 ; ขั้นที่ 3 ให้ตัวแปร x = x + 10 ; y =25 ; ขั้นที่ 4 ให้ตัวแปร x น้อยกว่า y ให้ ตัวแปร = x + 20  มิฉะนั้นแล้ว ให้ตัวแปร x = x- 5 ; ขั้นที่ 5 พิมพ์ค่าตัวแปร x และตัวแปร y  ขั้นที่ 6 จบการทำงาน"	x= 30 ; y = 25:	x= 40 ; y = 25:	x= 50 ; y = 25:	x= 25 ; y = 25:	none	4	none	none	none	none	none	none	1
254	"จงหาผลลัพธ์จากขั้นตอนดังต่อไปนี้ ขั้นที่ 1 เริ่มการทำงาน  ให้ตัวแปร x , y เป็น integer  ขั้นที่ 2 ให้ตัวแปร x = 10 ; y =40 ;  ขั้นที่ 3 ให้ตัวแปร x = x + 2 ; y = y - 5 ;  ขั้นที่ 4 ให้ตัวแปร x = x + 2 ; y = y - 5 ;  ขั้นที่ 5 ให้ตัวแปร x = x + 2 ; y = y - 5 ;  ขั้นที่ 6 พิมพ์ค่า x,y จบ"	( x = 16 ; y = 25 ;)	( x = 14 ; y = 30 ;)	( x = 12 ; y = 35 ;) 	( x = 10 ; y = 40 ;) 	none	1	none	none	none	none	none	none	1
255	ถ้า A = 20 เงื่อนไขดังต่อไปนี้ให้ผลลัพธ์อะไร 	B=0	B=10	B=20	B=30	ไม่มีข้อถูก	2	q255.png	none	none	none	none	none	1
256	ถ้า A = 5 เงื่อนไขดังต่อไปนี้ให้ผลลัพธ์อะไร 	B=0	B=10	B=20	B=30	ไม่มีข้อถูก	4	q256.png	none	none	none	none	none	1
257	ถ้า A = 8 เงื่อนไขดังต่อไปนี้ให้ผลลัพธ์อะไร 	B=0	B=10	B=20	B=30	ไม่มีข้อถูก	4	q257.png	none	none	none	none	none	1
258	จาก Flow chart ที่กำหนด ถ้าหลังจาก RUN โปรแกรม แล้วค่า y =15+0.2x ถามว่าค่า x มีโอกาส เป็นเท่าไร 	x อาจจะเป็น 84 หรือ 83 หรือ 79 หรือ 75	x อาจจะเป็น 87 หรือ 82 หรือ 77 หรือ 76	x อาจจะเป็น 85 หรือ 80 หรือ 77 หรือ 76 	x อาจจะเป็น 84 หรือ 83 หรือ 78 หรือ 75	none	3	q258.png	none	none	none	none	none	1
259	"จาก Flow chart ที่กำหนด จงหาค่า y  เมื่อ ครั้งที่ 1 ให้ x= 79 , ครั้งที่ 2 ให้ x= 15 ; "	"30.8 , 32.5 "	"17.9, 32.5 "	"17.9, 30.8 "	"30.8, 17.9 "	none	1	q259.png	none	none	none	none	none	1
260	ผังงานต่อไปนี้เป็นผังงานของข้อใด	if....then....else	if .. then	for loop	ไม่มีข้อใดถูก	none	1	q260.png	none	none	none	none	none	1
261	ผังงานต่อไปนี้เป็นผังงานของข้อใด	if....then....else	while do ......	if.. Then	ไม่มีข้อใดถูก	none	2	q261.png	none	none	none	none	none	1
262	ผังงานต่อไปนี้เป็นผังงานของข้อใด	if....then....else	while do ......	do.... while 	ไม่มีข้อใดถูก	none	3	q262.png	none	none	none	none	none	1
263	จากคำสั่งต่อไปนี้เมื่อทำงานจนจบ X มีค่าเท่าไร เมื่อ 	0	1	2	3	4	5	q263.png	none	none	none	none	none	1
264	แสดงค่าในตัวแปร x ที่เกิดจากผลการทำงานของโปรแกรมนี้ 	90	80	70	60	none	1	q264.png	none	none	none	none	none	1
265	"จาก algorithm ต่อไปนี้ เมื่อสิ้นสุดการทำงาน x,y,z จะมีค่าเป็นเท่าใด เครื่องหมาย ! คือ not operator "	"x=6, y=1, z=2"	"x=6, y=4, z=2"	"x=2, y=1, z=1"	"x=2, y=4, z=1"	none	2	q265.png	none	none	none	none	none	1
266	"จากโปรแกรมที่ให้ ถ้ากำหนดค่าให้อาเรย์ x ดังนี้ 0, 4, 10, 1,3 โดยเริ่มตั้งแต่ index 0 ถึง 4 เมื่อโปรแกรมทำงานจบแล้ว ans มีค่าเท่ากับเท่าใด กรณีภาษา C"	0	4	10	1	3	3	q266.png	none	none	none	none	none	1
267	โปรแกรมต่อไปนี้ถ้าต้องการให้ ans = 0 ต้องป้อนค่า num เป็นเท่าไร    หมายเหตุ || คือ OR operator ใน pascal	1	2	3	4	5	5	q267.png	none	none	none	none	none	1
268	ข้อใดมีความหมายเช่นเดียวกันกับ a += (n1 >= n2) ? n1 : n2;	if (n1 < n2) a += n2; else a += n1;	if (n1 >= n2) a = n1; else a = n2;	if (n2 < n1) a = a + n2; else a = a + n1;	if (n2 > n1) a = n2; else a = n1;	มีคำตอบที่ถูกมากกว่า 1 ข้อ	1	none	none	none	none	none	none	1
269	จากการใช้ if (a <= b) c = a; else c = b; ข้อใดกล่าวถูก?	c จะมีค่าเท่ากับ a ก็ต่อเมื่อค่าของ a มากกว่าค่าของ b	c จะมีค่าเท่ากับ b ก็ต่อเมื่อค่าของ a เท่ากับค่าของ b	ค่าของ c จะไม่มากกว่าค่าของ b เสมอ	ค่าของ c จะมากกว่าค่าของ a ก็ต่อเมื่อค่าของ a มากกว่า b	มีคำตอบที่ถูกมากกว่า 1 ข้อ 	3	none	none	none	none	none	none	1
270	ในการใช้ if statement เพื่อเช็คดูว่าค่าของ n เป็นเลขคี่ ซึ่งอยู่ในช่วงตั้งแต่ 10 – 30  หรือไม่นั้น เราต้องใช้คำสั่งอย่างไร? หมายเหตุ == คือเปรียบเทียบเท่ากับ  != ไม่เท่ากับ  || OR  && AND  / div  % mod	if (((n % 2) == 1) || ((n >= 10) && (n <= 30)))	if (((n / 2) == 1) && ((n >= 10) && (n <= 30)))	if (((n % 2) != 0) && ((n >= 10) && (n <= 30)))	if (((n % 2) == 0) || ((n >= 10) && (n <= 30)))	if (((n % 2) == 0) || ((n >= 10) && (n <= 30)))	3	none	none	none	none	none	none	1
271	"กำหนดตัวแปร n เป็น integer  ถ้าต้องการเช็คว่าตัวแปร n เก็บเลขที่ลงท้ายด้วย 3 (เช่น 3, 13, 23, 33, ...) เราต้องใช้คำสั่ง if อย่างไร?  หมายเหตุ % คือ mod , / คือ div , == เปรียบเทียบเท่ากับ"	if((n % 3) == 0)	if((n / 3) == 0)	if((n % 10) == 3)	if((n / 10) == 3)	มีคำตอบที่ถูกมากกว่า 1 ข้อ	3	none	none	none	none	none	none	1
272	กำหนด constant ชื่อ MAXNUM มีค่า 20 ตัวแปร integer number มีค่า 30; if (number > MAXNUM) number = MAXNUM; PRINT_TO_SCREEN(number); จากโปรแกรมด้านบน number ที่ได้จะมีค่าอย่างไร	number = 0	number = 20	number = 30	number = 40	ไม่มีข้อใดถูกต้อง	2	none	none	none	none	none	none	1
273	แสดงผลการทำงานของคำสั่งต่อไปนี้ โดยกำหนดการป้อนค่า  1. N= 5  2. N= 2 	1. Siam 2. Goodbye	1. Hello 2. Goodbye	1. Siam 2. Siam	1. Hello 2. Goodbye	none	3	q273.png	none	none	none	none	none	1
274	ให้เครื่องหมาย && คือ and operator	0	1	2	3	ผิดทุกข้อ	4	q274.png	none	none	none	none	none	1
275	กำหนดให้โปรแกรมมีขั้นตอนการทำงานดังนี้  เริ่มต้น รับค่า x และ y ถ้า x > y และ y > 0 ให้นำ 0 ใส่ลงไปใน y    ถ้าคอมพิวเตอร์ทำโปรแกรมนี้จนจบ โดยผู้ใช้ใส่ค่า 5 และ 3 แล้วทำให้ข้อใดเป็นจริง	x มีค่า 3	y มีค่า 3	y มีค่า 5	y มีค่า 0	y มีค่า -1	4	none	none	none	none	none	none	1
276	กำหนดให้โปรแกรมมีขั้นตอนการทำงานดังนี้  เริ่มต้นรับค่า x และ y และ z ถ้า x > y แล้ว z = 0 มิฉะนั้น z = 1 ถ้าคอมพิวเตอร์ทำโปรแกรมนี้จนจบ แล้วทำให้ข้อใดเป็นจริง	z มีค่า 0 หรือ 1 เท่านั้น	z มีค่า 0 เมื่อ x = y	z มีค่า 0	z มีค่า 1	z มีค่า 10	1	none	none	none	none	none	none	1
277	กำหนดให้โปรแกรมมีขั้นตอนการทำงานดังนี้  เริ่มต้น รับค่า x และ y และ z ถ้า (x + y) > z แล้ว z = x + y มิฉะนั้น ถ้า z = 0 แล้ว z = y – x ถ้าคอมพิวเตอร์ทำโปรแกรมนี้จนจบ โดยผู้ใช้ใส่ค่า 1 และ 2 และ 4 แล้วทำให้ข้อใดเป็นจริง	z มีค่า 1	z มีค่า 2	z มีค่า 3	z มีค่า 4	z มีค่า 5	4	none	none	none	none	none	none	1
278	ข้อใดสมมูลกับประโยค if (x <= 80 and x > 49)	if (x = 80 and x > 49)	if (49 < x <= 80)	if (x < 80 or x > 50) 	if (not (x > 80 or x < 50))	if (not (x > 80 and x < 50))	4	none	none	none	none	none	none	1
